author_id,birthdate,sign_date
874,31/5/2013,16/7/2013
875,9/9/1973,8/6/2005
876,3/11/1974,20/10/1985
877,17/2/2005,3/11/2018
878,11/12/1991,28/2/2012
879,15/4/1956,14/11/2012
880,15/12/1973,1/10/2018
881,21/4/1976,16/7/2009
882,15/11/1964,8/11/2004
883,23/6/1987,14/7/1998
884,23/5/1997,25/10/2000
885,31/8/1972,2/7/1980
886,15/12/1999,17/11/2010
887,4/4/1973,4/3/1989
888,20/3/2005,27/11/2018
889,3/3/2012,14/10/2014
890,2/8/1966,22/10/2012
891,21/5/1990,23/11/2009
892,11/8/1984,28/5/1999
893,22/4/1961,9/9/2001
894,9/9/1971,2/11/1994
895,25/6/1977,18/4/1993
896,31/1/1961,13/2/1966
897,23/7/1955,17/12/1957
898,2/7/1972,29/11/2001
899,17/9/1954,29/11/1959
900,7/8/1957,9/9/1986
901,13/6/1989,12/3/2011
902,5/11/1980,1/5/2012
903,19/5/2001,27/9/2018
904,12/8/1951,4/2/1975
905,1/9/1986,19/3/1995
906,6/7/1983,5/1/2007
907,2/1/1988,19/12/2002
908,25/8/1958,5/10/1968
909,7/10/1992,22/6/2015
910,17/8/1989,7/5/2018
911,26/12/1960,24/5/2011
912,18/8/1965,31/12/1999
913,8/6/1960,1/1/1995
914,29/9/2002,25/1/2004
915,15/6/1985,28/2/2013
916,17/1/1979,15/7/1992
917,9/11/2013,10/4/2020
918,14/1/1963,23/1/1990
919,24/12/2005,1/9/2012
920,18/4/1955,29/6/1962
921,15/11/1953,6/4/2001
922,10/7/1998,11/6/2001
923,19/12/1993,16/9/2020
924,1/8/1981,18/4/2017
925,13/10/1951,28/7/1984
926,27/12/1977,22/8/1987
927,2/1/1989,26/7/2003
928,25/11/1979,5/8/2001
929,15/1/1959,24/3/1963
930,29/4/1976,24/10/1998
931,11/4/1950,23/1/1977
932,6/2/1974,28/4/1984
933,14/6/1965,24/6/1993
934,4/12/1965,27/6/2009
935,29/2/1956,2/12/1963
936,23/11/1966,14/1/1970
937,9/10/1961,27/10/1961
938,4/2/1986,24/7/2003
939,6/6/1968,5/7/2003
940,23/8/1984,16/7/2013
941,28/12/1961,22/5/1995
942,19/12/1953,18/9/1961
943,9/11/2003,25/7/2014
944,22/7/1972,30/6/1979
945,7/11/1957,21/2/2012
946,24/8/1983,23/4/2012
947,4/12/1984,26/5/2002
948,6/11/1988,17/2/2011
949,25/8/1957,19/7/1986
950,15/10/1959,31/12/1979
951,26/2/1966,8/5/2001
952,24/9/1952,24/11/1957
953,21/10/1972,10/11/1986
954,30/8/1959,11/8/2009
955,28/9/1973,22/11/2018
956,2/11/1969,4/11/1983
957,14/6/1979,3/6/1983
958,28/6/1952,22/6/2008
959,4/3/2009,30/8/2019
960,22/11/1976,17/2/2005
961,19/11/1975,9/5/1986
962,3/4/1994,3/10/2003
963,10/1/1956,25/4/1961
964,5/5/1953,20/11/1965
965,26/12/1970,8/5/1982
966,16/11/2012,11/10/2016
967,13/6/2010,3/12/2015
968,20/7/1956,15/12/1970
969,18/11/1957,22/12/1976
970,4/9/1971,10/9/2009
971,28/10/1973,10/1/2003
972,29/7/1969,6/2/2002
973,2/11/1978,9/12/2020
974,31/8/1973,3/5/1993
975,4/6/1978,2/10/2010
976,6/3/1970,20/2/1975
977,5/3/1971,14/8/2014
978,27/1/1966,16/12/1985
979,28/10/1952,15/11/1997
980,23/2/1996,6/6/2007
981,12/8/1988,13/6/2018
982,28/10/1967,20/5/2005
983,29/8/1971,29/3/2014
984,11/4/1957,12/12/1994
985,9/3/1957,11/8/1999
986,25/8/1968,29/7/2012
987,3/1/1969,11/8/2011
988,27/9/1965,24/2/1994
989,2/5/1995,2/2/2002
990,27/2/1980,9/8/2014
991,18/8/1950,7/1/2011
992,20/6/1970,5/4/2019
993,27/2/1960,29/8/1977
994,13/7/1990,30/9/2007
995,28/5/1950,28/4/2018
996,28/3/1978,30/8/1995
997,9/4/1983,15/12/1997
998,23/5/1958,1/7/2004
999,19/11/1964,19/1/2012
1000,11/8/1964,3/9/1984
